Location,Rural/Urban,School Category,School Management,School Type,Total No. of Schools,Separate Room for Headmaster,Land Available,Functional Electricity,Solar Panel,Playground,Library or Reading Corner or Book Bank,Librarian,Newspaper,Kitchen Garden,Furniture,Functional Toilet Facility,Functional Drinking Water,Water Purifier,Rain Water Harvesting,Handwash,Incinerator,Ramps,Hand-Rails,Complete Medical Checkup,Internet,Computer Available
All India,Rural,HSS (VI-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,14,12,9,11,3,10,9,4,8,5,11,14,14,3,2,13,5,3,0,4,9,12
All India,Urban,HSS (VI-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,5,5,3,5,1,4,5,3,5,1,4,5,5,1,0,5,2,2,1,0,4,4
All India,Rural,HSS (XI-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,2,2,1,2,0,2,2,1,2,1,2,2,1,1,0,2,1,0,0,2,1,2
All India,Urban,HSS (XI-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,7,7,7,6,0,7,6,1,4,1,7,7,7,4,1,7,1,2,1,5,5,5
All India,Rural,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Boys,62,44,35,45,11,43,29,3,17,12,29,62,61,13,4,51,0,20,11,15,8,18
All India,Urban,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Boys,36,20,11,30,6,18,21,3,12,8,24,36,34,8,4,34,0,14,6,6,6,11
All India,Rural,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Girls,113,85,70,83,16,55,27,6,17,9,59,113,110,9,5,95,0,28,15,21,23,20
All India,Urban,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Girls,52,34,19,44,4,17,26,2,14,2,35,52,47,8,4,49,0,12,4,9,6,14
All India,Rural,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,7394,4795,4340,5142,908,3972,2344,559,1917,619,3418,6967,6883,386,523,6211,0,1857,922,958,1326,1178
All India,Urban,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,3531,2095,1480,3054,374,1762,1630,235,1253,303,1795,3353,3234,397,253,3284,1,1006,398,378,736,878
All India,Rural,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Boys,37,26,25,24,6,25,18,4,12,12,24,35,30,7,3,31,7,14,5,6,13,19
All India,Urban,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Boys,23,22,17,23,4,14,14,3,12,4,19,23,20,10,3,20,4,6,1,1,10,12
All India,Rural,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Girls,77,50,33,62,12,43,31,17,22,7,46,77,74,7,4,65,21,21,6,11,24,27
All India,Urban,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Girls,32,24,16,32,2,17,17,4,13,4,20,32,32,6,1,30,11,7,3,3,11,15
All India,Rural,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1009,753,676,809,168,652,493,161,374,153,675,996,977,114,90,865,250,332,176,168,287,468
All India,Urban,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,379,315,229,347,46,242,238,68,208,57,280,369,365,74,42,355,113,125,60,52,124,219
All India,Rural,SS (IX-X),Madarsa recognized (by Wakf board/Madarsa Board),Girls,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1
All India,Urban,SS (IX-X),Madarsa recognized (by Wakf board/Madarsa Board),Girls,3,3,2,3,0,1,1,0,3,0,3,3,3,2,0,3,0,0,0,1,2,2
All India,Rural,SS (IX-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,17,13,13,15,5,13,8,2,9,3,16,17,17,7,1,16,5,7,3,8,6,9
All India,Urban,SS (IX-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,26,23,19,24,5,21,21,1,20,3,22,25,26,14,1,25,3,9,4,9,13,17
All India,Rural,SS (VI-X),Madarsa recognized (by Wakf board/Madarsa Board),Boys,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
All India,Rural,SS (VI-X),Madarsa recognized (by Wakf board/Madarsa Board),Girls,2,2,2,2,1,1,1,1,1,0,1,2,2,1,1,2,1,1,1,0,1,1
All India,Urban,SS (VI-X),Madarsa recognized (by Wakf board/Madarsa Board),Girls,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
All India,Rural,SS (VI-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,24,20,16,20,3,14,12,3,11,3,19,24,23,5,4,20,5,9,5,2,8,15
All India,Urban,SS (VI-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,14,11,5,13,2,10,11,2,10,2,12,14,14,4,3,12,2,5,3,6,7,12
All India,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,24,17,17,19,4,19,14,2,9,2,15,24,23,6,1,20,1,4,3,7,11,14
All India,Urban,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,30,25,20,27,2,25,19,4,18,5,21,30,29,8,5,29,6,11,8,8,9,12
All India,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,79,63,57,69,9,52,36,8,20,5,49,79,79,5,7,69,23,21,5,11,12,20
All India,Urban,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,35,30,18,34,1,23,23,4,17,5,23,35,35,10,1,33,9,8,5,3,13,18
All India,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,3746,2449,2732,2968,508,2277,1651,404,1267,517,2036,3698,3636,261,342,3147,823,1453,790,456,688,1037
All India,Urban,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1957,1485,937,1777,172,1239,1296,206,1069,259,1231,1912,1756,355,207,1865,468,729,349,280,671,874
All India,Rural,UPS (VI-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
All India,Urban,UPS (VI-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,2,2,0,2,0,2,1,0,1,1,1,2,2,1,1,2,1,1,1,0,1,2
All India,Rural,UPS (VI-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,17,16,14,13,0,12,6,0,4,2,6,17,17,1,0,12,1,6,0,3,3,4
All India,Urban,UPS (VI-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,12,12,6,12,0,10,7,1,6,1,10,12,12,5,2,12,2,5,3,2,2,5
All India,Rural,UPS (VI-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,312,266,216,259,38,232,145,31,94,33,202,306,305,34,24,281,60,115,42,63,78,95
All India,Urban,UPS (VI-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,168,123,95,157,13,128,113,15,90,28,111,167,161,43,19,163,36,55,22,36,42,78
All India,Rural,HSS (I-XII),Madarsa unrecognized,Boys,5,5,5,5,1,5,5,1,2,2,5,5,5,0,0,5,1,0,0,1,3,2
All India,Urban,HSS (I-XII),Madarsa unrecognized,Boys,2,2,2,2,1,1,1,0,1,2,1,2,2,1,1,1,1,2,0,0,0,2
All India,Rural,HSS (I-XII),Madarsa unrecognized,Girls,5,4,3,5,0,4,5,1,3,0,4,5,5,2,0,5,2,2,2,0,4,4
All India,Urban,HSS (I-XII),Madarsa unrecognized,Girls,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
All India,Rural,HSS (I-XII),Madarsa unrecognized,Co-Ed,87,57,52,60,12,54,55,27,24,13,56,87,82,9,16,80,19,25,19,7,37,44
All India,Urban,HSS (I-XII),Madarsa unrecognized,Co-Ed,45,32,25,34,6,22,25,1,19,4,35,45,44,6,6,41,14,15,12,9,20,27
All India,Urban,HSS (IX-XII),Madarsa unrecognized,Boys,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
All India,Rural,HSS (IX-XII),Madarsa unrecognized,Co-Ed,6,4,4,5,0,5,3,0,3,1,6,5,5,0,2,4,1,2,1,2,2,5
All India,Urban,HSS (IX-XII),Madarsa unrecognized,Co-Ed,2,2,1,2,0,0,1,0,0,0,2,2,2,0,0,2,1,0,0,0,2,2
All India,Rural,HSS (VI-XII),Madarsa unrecognized,Boys,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
All India,Rural,HSS (VI-XII),Madarsa unrecognized,Girls,2,1,2,2,0,2,2,1,2,0,2,2,2,2,0,2,2,0,0,1,1,2
All India,Rural,HSS (VI-XII),Madarsa unrecognized,Co-Ed,2,1,2,1,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1
All India,Rural,PS (I-V),Madarsa unrecognized,Boys,52,19,33,49,5,25,29,4,12,6,30,49,52,9,6,46,0,9,8,8,9,4
All India,Urban,PS (I-V),Madarsa unrecognized,Boys,160,22,21,160,9,28,116,5,23,9,99,160,156,8,9,157,1,9,5,8,8,8
All India,Rural,PS (I-V),Madarsa unrecognized,Girls,35,15,17,32,0,14,23,6,8,1,17,35,35,0,0,32,0,4,2,5,3,3
All India,Urban,PS (I-V),Madarsa unrecognized,Girls,140,11,11,140,4,18,103,3,11,3,86,140,139,4,4,138,2,9,5,6,2,6
All India,Rural,PS (I-V),Madarsa unrecognized,Co-Ed,1138,698,695,721,116,544,437,87,219,76,424,1100,1033,49,44,930,14,416,210,128,164,147
All India,Urban,PS (I-V),Madarsa unrecognized,Co-Ed,418,211,180,372,38,207,234,40,133,44,257,412,397,50,28,378,7,136,92,38,89,107
All India,Rural,SS (I-X),Madarsa unrecognized,Boys,12,7,4,10,1,4,11,0,5,2,10,12,12,4,1,12,2,4,1,1,3,7
All India,Urban,SS (I-X),Madarsa unrecognized,Boys,2,0,1,2,0,2,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0
All India,Rural,SS (I-X),Madarsa unrecognized,Girls,27,23,21,23,4,20,20,5,10,3,19,27,26,4,5,24,13,5,3,2,9,13
All India,Urban,SS (I-X),Madarsa unrecognized,Girls,9,6,4,9,1,6,6,0,2,3,6,9,9,5,2,9,4,3,2,0,2,3
All India,Rural,SS (I-X),Madarsa unrecognized,Co-Ed,240,188,178,166,54,165,147,37,87,24,154,240,225,21,29,211,54,99,72,34,67,102
All India,Urban,SS (I-X),Madarsa unrecognized,Co-Ed,80,58,50,73,12,52,46,14,32,17,61,80,78,14,9,72,28,33,29,10,22,29
All India,Rural,SS (IX-X),Madarsa unrecognized,Co-Ed,5,3,3,3,0,2,2,0,2,0,1,4,5,2,0,4,0,1,0,1,1,1
All India,Urban,SS (IX-X),Madarsa unrecognized,Co-Ed,4,4,3,3,1,3,3,2,3,1,4,3,3,0,2,4,0,0,0,0,1,2
All India,Rural,SS (VI-X),Madarsa unrecognized,Girls,5,3,4,2,0,4,5,3,5,1,3,5,5,2,1,5,2,2,1,1,1,2
All India,Rural,SS (VI-X),Madarsa unrecognized,Co-Ed,17,12,14,10,1,14,12,4,7,4,14,16,17,5,3,16,3,5,1,2,3,5
All India,Urban,SS (VI-X),Madarsa unrecognized,Co-Ed,2,2,2,2,1,2,2,1,2,0,1,2,2,0,0,2,0,1,1,0,1,1
All India,Rural,UPS (I-VIII),Madarsa unrecognized,Boys,45,26,32,39,6,34,29,5,17,8,34,42,44,8,4,40,4,14,7,9,14,15
All India,Urban,UPS (I-VIII),Madarsa unrecognized,Boys,20,12,11,19,3,14,16,3,7,0,15,20,20,2,1,18,1,5,3,8,6,8
All India,Rural,UPS (I-VIII),Madarsa unrecognized,Girls,34,18,18,30,4,19,19,7,14,6,20,34,31,8,6,32,15,9,4,7,13,14
All India,Urban,UPS (I-VIII),Madarsa unrecognized,Girls,34,18,13,31,6,16,23,2,12,10,21,34,34,5,4,30,11,4,4,8,14,20
All India,Rural,UPS (I-VIII),Madarsa unrecognized,Co-Ed,595,357,401,423,64,341,298,55,171,74,333,590,562,53,55,506,144,179,117,46,112,151
All India,Urban,UPS (I-VIII),Madarsa unrecognized,Co-Ed,251,150,120,231,28,133,174,32,92,37,160,250,247,70,29,230,47,75,47,34,64,125
All India,Rural,UPS (VI-VIII),Madarsa unrecognized,Boys,3,1,2,2,2,1,2,0,0,1,2,2,3,0,1,3,1,0,0,0,0,0
All India,Urban,UPS (VI-VIII),Madarsa unrecognized,Boys,2,1,0,2,0,1,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0
All India,Rural,UPS (VI-VIII),Madarsa unrecognized,Girls,4,1,3,1,0,1,3,0,1,0,1,4,3,0,0,2,0,0,0,0,0,0
All India,Urban,UPS (VI-VIII),Madarsa unrecognized,Girls,2,1,2,2,0,0,2,0,1,1,1,2,2,1,0,2,0,0,0,1,0,1
All India,Rural,UPS (VI-VIII),Madarsa unrecognized,Co-Ed,137,48,112,58,6,96,76,6,18,3,84,120,118,10,2,108,19,30,19,5,7,7
All India,Urban,UPS (VI-VIII),Madarsa unrecognized,Co-Ed,16,10,11,15,0,12,10,2,8,3,9,16,16,2,2,14,2,7,4,2,4,5
All India,Rural,PS (I-V),Ministry of Labor,Girls,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
All India,Rural,PS (I-V),Ministry of Labor,Co-Ed,96,15,42,46,2,55,35,4,16,9,17,52,78,4,4,53,1,26,16,10,9,6
All India,Urban,PS (I-V),Ministry of Labor,Co-Ed,56,7,8,49,2,15,8,1,3,2,14,51,50,7,3,29,2,12,8,1,2,2
All India,Rural,UPS (I-VIII),Ministry of Labor,Boys,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1
All India,Urban,UPS (I-VIII),Ministry of Labor,Boys,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
All India,Rural,UPS (I-VIII),Ministry of Labor,Girls,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
All India,Urban,UPS (I-VIII),Ministry of Labor,Girls,2,2,0,2,1,1,2,0,2,1,2,2,2,1,0,2,1,0,0,0,0,2
All India,Rural,UPS (I-VIII),Ministry of Labor,Co-Ed,5,1,2,5,1,2,2,0,1,1,0,5,2,0,0,3,1,0,0,0,0,0
All India,Urban,UPS (I-VIII),Ministry of Labor,Co-Ed,4,2,0,4,2,3,3,2,3,2,0,4,3,2,2,3,1,1,1,0,2,2
All India,Rural,UPS (VI-VIII),Ministry of Labor,Boys,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1
All India,Urban,UPS (VI-VIII),Ministry of Labor,Girls,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1
All India,Rural,HSS (I-XII),Other Central Govt. Schools,Co-Ed,21,21,19,21,4,21,21,17,19,5,17,21,21,19,11,21,13,14,11,4,19,21
All India,Urban,HSS (I-XII),Other Central Govt. Schools,Co-Ed,22,22,18,22,4,22,22,19,21,9,21,22,21,21,11,22,15,15,10,6,20,22
All India,Rural,HSS (IX-XII),Other Central Govt. Schools,Co-Ed,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0
All India,Urban,HSS (VI-XII),Other Central Govt. Schools,Boys,3,3,2,3,2,3,3,2,2,2,3,3,3,3,1,3,2,2,0,1,3,3
All India,Urban,HSS (VI-XII),Other Central Govt. Schools,Girls,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1
All India,Rural,HSS (VI-XII),Other Central Govt. Schools,Co-Ed,5,5,3,5,2,5,5,3,5,2,5,5,5,4,1,5,3,2,1,2,4,5
All India,Urban,HSS (VI-XII),Other Central Govt. Schools,Co-Ed,2,1,1,1,0,1,2,1,2,0,2,2,2,0,0,1,0,2,1,0,1,1
All India,Rural,HSS (XI-XII),Other Central Govt. Schools,Co-Ed,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
All India,Urban,PS (I-V),Other Central Govt. Schools,Boys,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
All India,Urban,PS (I-V),Other Central Govt. Schools,Girls,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0
All India,Rural,PS (I-V),Other Central Govt. Schools,Co-Ed,3,3,3,3,0,3,3,1,3,2,3,3,3,3,2,3,1,0,0,1,3,3
All India,Urban,PS (I-V),Other Central Govt. Schools,Co-Ed,6,3,5,6,0,5,4,0,1,0,6,6,6,3,2,5,0,1,0,1,5,5
All India,Rural,SS (I-X),Other Central Govt. Schools,Co-Ed,11,11,9,11,1,11,11,10,11,4,10,11,11,10,5,11,4,10,5,3,10,11
All India,Urban,SS (I-X),Other Central Govt. Schools,Co-Ed,19,17,12,19,1,19,17,10,11,5,17,19,19,19,5,19,8,12,6,2,18,19
All India,Urban,SS (IX-X),Other Central Govt. Schools,Co-Ed,2,2,0,2,0,1,2,0,1,0,2,2,2,2,0,1,0,1,0,2,0,2
All India,Rural,SS (VI-X),Other Central Govt. Schools,Co-Ed,2,2,2,2,0,2,2,0,1,1,2,2,2,1,1,2,1,1,1,0,1,2
All India,Rural,UPS (I-VIII),Other Central Govt. Schools,Co-Ed,5,5,5,5,1,5,5,3,3,2,5,5,5,5,3,5,4,4,2,2,4,4
All India,Urban,UPS (I-VIII),Other Central Govt. Schools,Co-Ed,5,4,3,5,0,4,5,1,3,2,5,5,5,5,3,4,1,1,1,3,2,5
All India,Rural,UPS (VI-VIII),Other Central Govt. Schools,Co-Ed,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0
All India,Rural,HSS (I-XII),Other Govt. managed schools,Boys,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1
All India,Urban,HSS (I-XII),Other Govt. managed schools,Boys,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
All India,Rural,HSS (I-XII),Other Govt. managed schools,Co-Ed,108,90,93,108,56,87,106,25,53,41,98,108,108,70,16,108,43,93,73,38,84,107
All India,Urban,HSS (I-XII),Other Govt. managed schools,Co-Ed,24,22,23,24,9,20,24,9,17,8,24,24,24,18,5,24,12,19,12,10,20,24
All India,Urban,HSS (IX-XII),Other Govt. managed schools,Girls,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1
All India,Rural,HSS (IX-XII),Other Govt. managed schools,Co-Ed,2,2,2,2,0,2,2,1,2,0,2,2,2,0,1,2,1,1,1,1,1,2
All India,Urban,HSS (IX-XII),Other Govt. managed schools,Co-Ed,4,3,2,4,0,3,4,1,3,0,4,4,4,0,0,4,1,3,3,1,2,2
All India,Urban,HSS (VI-XII),Other Govt. managed schools,Boys,4,3,1,4,2,2,4,0,4,1,4,4,4,3,1,3,0,3,3,1,1,4
All India,Rural,HSS (VI-XII),Other Govt. managed schools,Girls,5,5,5,5,2,4,4,2,3,1,5,5,5,1,0,5,3,5,2,1,3,4
All India,Urban,HSS (VI-XII),Other Govt. managed schools,Girls,2,2,1,2,1,1,2,0,0,0,2,2,2,2,0,2,1,2,1,0,1,2
All India,Rural,HSS (VI-XII),Other Govt. managed schools,Co-Ed,243,205,190,239,160,194,240,81,113,21,215,241,241,100,16,243,92,228,171,76,181,236
All India,Urban,HSS (VI-XII),Other Govt. managed schools,Co-Ed,31,27,20,31,15,22,31,13,17,6,29,31,31,18,4,31,9,30,20,12,26,31
All India,Urban,HSS (XI-XII),Other Govt. managed schools,Boys,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
All India,Rural,HSS (XI-XII),Other Govt. managed schools,Girls,2,2,1,2,0,2,2,0,2,0,1,2,2,1,0,2,0,1,0,0,2,1
All India,Urban,HSS (XI-XII),Other Govt. managed schools,Girls,9,9,5,9,2,8,9,6,7,1,7,9,9,6,4,9,3,6,2,2,7,9
All India,Rural,HSS (XI-XII),Other Govt. managed schools,Co-Ed,39,36,35,39,8,35,36,23,33,5,36,37,38,20,10,34,19,15,7,4,29,36
All India,Urban,HSS (XI-XII),Other Govt. managed schools,Co-Ed,29,28,22,28,6,27,27,17,26,9,27,29,28,22,13,28,13,15,8,1,27,28
All India,Rural,PS (I-V),Other Govt. managed schools,Boys,9,1,6,9,0,4,2,0,0,1,7,9,8,1,0,9,0,0,0,5,0,0
All India,Urban,PS (I-V),Other Govt. managed schools,Boys,2,1,1,2,0,1,1,0,1,0,2,2,2,1,0,2,0,0,0,0,1,1
All India,Rural,PS (I-V),Other Govt. managed schools,Co-Ed,231,53,122,177,17,86,204,0,53,61,219,216,209,42,5,188,7,47,23,76,97,56
All India,Urban,PS (I-V),Other Govt. managed schools,Co-Ed,64,35,39,62,13,39,37,2,25,14,57,64,62,27,9,61,4,34,21,17,40,27
All India,Urban,SS (I-X),Other Govt. managed schools,Boys,4,4,2,4,3,4,4,1,4,2,4,4,4,3,2,4,0,2,2,2,3,4
All India,Rural,SS (I-X),Other Govt. managed schools,Girls,2,1,2,2,1,1,2,1,1,2,2,2,2,2,0,2,1,2,1,1,1,2
All India,Rural,SS (I-X),Other Govt. managed schools,Co-Ed,60,46,49,59,25,48,54,11,27,15,52,59,58,29,3,59,16,46,37,21,36,53
All India,Urban,SS (I-X),Other Govt. managed schools,Co-Ed,28,24,16,27,7,25,26,4,21,6,27,28,28,18,2,27,7,23,17,8,18,24
All India,Urban,SS (IX-X),Other Govt. managed schools,Girls,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1
All India,Rural,SS (IX-X),Other Govt. managed schools,Co-Ed,4,2,3,3,1,3,3,0,2,2,3,3,4,2,1,3,2,2,2,3,1,2
All India,Urban,SS (IX-X),Other Govt. managed schools,Co-Ed,7,6,4,7,0,7,6,0,5,0,7,7,7,5,1,6,0,4,4,3,6,6
All India,Rural,SS (VI-X),Other Govt. managed schools,Boys,2,2,1,2,1,2,2,0,2,1,2,2,2,1,0,2,0,1,1,2,2,2
All India,Rural,SS (VI-X),Other Govt. managed schools,Girls,17,14,9,16,5,11,17,0,6,4,17,17,17,9,1,17,6,14,8,6,11,13
All India,Urban,SS (VI-X),Other Govt. managed schools,Girls,6,5,2,6,0,2,5,0,0,0,4,6,6,4,0,6,1,3,1,0,3,6
All India,Rural,SS (VI-X),Other Govt. managed schools,Co-Ed,160,99,119,158,25,123,156,2,53,20,142,160,160,55,12,151,68,137,100,65,96,148
All India,Urban,SS (VI-X),Other Govt. managed schools,Co-Ed,59,32,19,58,5,39,53,1,28,6,53,59,58,24,6,50,14,34,21,40,24,47
All India,Rural,UPS (I-VIII),Other Govt. managed schools,Boys,2,2,2,2,0,1,0,0,0,1,1,2,2,0,0,2,0,0,0,2,0,0
All India,Urban,UPS (I-VIII),Other Govt. managed schools,Boys,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
All India,Rural,UPS (I-VIII),Other Govt. managed schools,Girls,20,20,11,20,11,18,20,1,15,12,18,20,20,20,17,20,18,14,14,20,15,20
All India,Urban,UPS (I-VIII),Other Govt. managed schools,Girls,5,5,3,5,1,4,5,0,3,0,4,5,5,4,2,5,4,5,5,4,3,4
All India,Rural,UPS (I-VIII),Other Govt. managed schools,Co-Ed,63,41,51,61,6,53,40,5,30,24,52,63,63,33,9,63,19,42,37,27,29,42
All India,Urban,UPS (I-VIII),Other Govt. managed schools,Co-Ed,63,45,36,63,6,45,37,3,27,16,53,63,62,43,9,63,23,42,33,25,30,39
All India,Rural,UPS (VI-VIII),Other Govt. managed schools,Boys,5,3,3,3,2,3,2,1,2,1,3,5,3,1,0,5,0,1,0,0,2,2
All India,Rural,UPS (VI-VIII),Other Govt. managed schools,Girls,73,43,28,72,21,50,64,8,29,24,64,71,73,45,28,70,37,47,36,40,31,54
All India,Urban,UPS (VI-VIII),Other Govt. managed schools,Girls,2,2,0,2,1,0,1,0,1,0,2,2,2,2,1,2,1,2,1,1,1,1
All India,Rural,UPS (VI-VIII),Other Govt. managed schools,Co-Ed,52,22,34,47,1,32,42,3,14,5,41,51,51,12,6,44,15,30,18,19,16,27
All India,Urban,UPS (VI-VIII),Other Govt. managed schools,Co-Ed,26,12,9,25,0,14,18,1,12,0,21,26,26,8,3,19,6,9,4,10,12,20
All India,Rural,HSS (I-XII),Private Unaided (Recognized),Boys,38,37,36,38,17,36,38,21,33,21,33,37,36,34,14,38,6,20,14,20,32,35
All India,Urban,HSS (I-XII),Private Unaided (Recognized),Boys,62,58,44,62,22,59,60,52,58,22,61,62,62,58,30,62,11,35,20,14,56,60
All India,Rural,HSS (I-XII),Private Unaided (Recognized),Girls,89,83,76,89,26,85,84,49,74,35,81,88,87,71,35,89,44,45,33,31,76,83
All India,Urban,HSS (I-XII),Private Unaided (Recognized),Girls,270,265,146,269,86,263,265,223,256,90,256,270,268,251,148,269,149,150,99,58,251,266
All India,Rural,HSS (I-XII),Private Unaided (Recognized),Co-Ed,18856,18172,16020,18433,3820,18392,18013,10591,16883,6598,17260,18553,18390,12884,8890,18633,9858,11409,7864,6532,16561,18105
All India,Urban,HSS (I-XII),Private Unaided (Recognized),Co-Ed,18875,18412,12947,18740,3376,18447,18397,11368,17075,6055,17876,18747,18491,15154,9654,18751,9109,11757,7916,5298,17421,18481
All India,Rural,HSS (IX-XII),Private Unaided (Recognized),Boys,34,31,29,33,7,32,31,17,27,9,29,34,34,21,12,33,8,17,11,11,26,30
All India,Urban,HSS (IX-XII),Private Unaided (Recognized),Boys,32,31,23,32,8,30,28,16,28,5,27,32,32,23,12,29,5,17,12,8,26,31
All India,Rural,HSS (IX-XII),Private Unaided (Recognized),Girls,253,221,212,238,48,224,191,98,182,43,210,247,245,92,57,238,114,115,73,72,124,168
All India,Urban,HSS (IX-XII),Private Unaided (Recognized),Girls,139,135,100,134,35,124,115,63,118,32,122,137,135,76,30,132,65,77,47,27,91,117
All India,Rural,HSS (IX-XII),Private Unaided (Recognized),Co-Ed,5207,4802,4438,4673,1226,4481,3947,1902,3795,1104,4292,5139,5019,1626,1403,4863,1941,2712,1844,1399,3092,3983
All India,Urban,HSS (IX-XII),Private Unaided (Recognized),Co-Ed,1971,1879,1386,1941,286,1808,1729,774,1709,388,1737,1958,1938,1221,680,1924,921,1053,666,538,1570,1821
All India,Rural,HSS (VI-XII),Private Unaided (Recognized),Boys,43,40,35,43,14,40,39,22,35,22,29,42,42,26,20,43,11,21,15,19,29,29
All India,Urban,HSS (VI-XII),Private Unaided (Recognized),Boys,57,55,41,57,15,55,54,30,53,18,54,57,56,41,21,56,9,26,14,15,46,55
All India,Rural,HSS (VI-XII),Private Unaided (Recognized),Girls,148,135,119,138,32,125,115,50,107,36,139,148,144,59,39,138,62,67,42,40,94,116
All India,Urban,HSS (VI-XII),Private Unaided (Recognized),Girls,156,147,99,155,26,143,136,61,134,46,147,155,151,106,49,153,71,77,47,43,124,145
All India,Rural,HSS (VI-XII),Private Unaided (Recognized),Co-Ed,5127,4762,4291,4477,1550,4476,3964,1918,3612,1202,4401,5060,4903,1594,1556,4828,2144,2471,1673,1313,3075,4039
All India,Urban,HSS (VI-XII),Private Unaided (Recognized),Co-Ed,1522,1455,1039,1470,324,1391,1341,689,1273,414,1413,1511,1481,980,523,1475,768,849,566,365,1224,1393
All India,Rural,HSS (XI-XII),Private Unaided (Recognized),Boys,16,15,12,16,6,16,14,9,14,7,14,16,14,16,11,16,8,10,7,7,11,16
All India,Urban,HSS (XI-XII),Private Unaided (Recognized),Boys,31,28,11,31,2,28,30,12,26,3,25,31,31,24,10,30,12,18,12,8,29,29
