Location,Rural/Urban,School Category,School Management,School Type,Total No. of Schools,Separate Room for Headmaster,Land Available,Functional Electricity,Solar Panel,Playground,Library or Reading Corner or Book Bank,Librarian,Newspaper,Kitchen Garden,Furniture,Functional Toilet Facility,Functional Drinking Water,Water Purifier,Rain Water Harvesting,Handwash,Incinerator,Ramps,Hand-Rails,Complete Medical Checkup,Internet,Computer Available
Jammu & Kashmir,Urban,SS (IX-X),Department of Education,Co-Ed,2,2,1,2,1,1,2,1,1,1,2,2,2,2,0,2,1,2,1,2,1,2
Jammu & Kashmir,Rural,SS (VI-X),Department of Education,Boys,6,6,5,5,5,6,6,1,2,1,6,6,6,2,0,6,2,4,0,3,2,6
Jammu & Kashmir,Rural,SS (VI-X),Department of Education,Girls,23,17,16,23,16,18,23,4,12,5,21,23,23,14,0,23,14,18,11,12,5,21
Jammu & Kashmir,Rural,SS (VI-X),Department of Education,Co-Ed,286,204,218,278,194,232,278,55,154,16,270,284,282,141,3,284,141,239,104,141,87,279
Jammu & Kashmir,Urban,SS (VI-X),Department of Education,Boys,7,6,3,7,4,5,7,3,5,1,7,7,7,5,0,7,0,6,3,2,3,6
Jammu & Kashmir,Urban,SS (VI-X),Department of Education,Girls,6,3,3,6,2,5,6,1,4,1,6,6,6,6,0,6,3,5,3,3,2,6
Jammu & Kashmir,Urban,SS (VI-X),Department of Education,Co-Ed,19,18,12,19,12,18,19,7,10,3,19,19,19,13,0,18,6,17,8,9,6,18
Jammu & Kashmir,Rural,UPS (I-VIII),Department of Education,Boys,39,19,21,33,9,28,36,1,9,7,27,37,36,7,0,39,2,23,13,13,5,20
Jammu & Kashmir,Rural,UPS (I-VIII),Department of Education,Girls,72,29,47,63,20,52,63,0,12,14,59,68,72,20,2,71,12,49,28,30,21,41
Jammu & Kashmir,Rural,UPS (I-VIII),Department of Education,Co-Ed,6810,2347,4819,5440,724,4204,5636,15,786,840,4946,6333,6550,1239,112,6606,307,3971,1446,1971,1573,2079
Jammu & Kashmir,Urban,UPS (I-VIII),Department of Education,Boys,17,13,11,15,8,16,13,0,10,10,17,16,17,1,2,16,0,13,11,4,1,10
Jammu & Kashmir,Urban,UPS (I-VIII),Department of Education,Girls,11,6,6,11,2,9,10,0,7,4,9,11,11,7,1,11,2,6,5,3,2,5
Jammu & Kashmir,Urban,UPS (I-VIII),Department of Education,Co-Ed,541,295,218,492,103,365,463,0,114,47,406,530,531,192,10,531,32,286,96,179,76,226
Jammu & Kashmir,Rural,UPS (VI-VIII),Department of Education,Boys,3,1,1,1,0,1,3,0,1,0,2,2,3,1,0,3,0,0,0,0,0,0
Jammu & Kashmir,Rural,UPS (VI-VIII),Department of Education,Girls,82,51,45,71,21,48,54,0,6,9,56,82,77,45,0,82,16,21,9,26,19,58
Jammu & Kashmir,Rural,UPS (VI-VIII),Department of Education,Co-Ed,23,8,17,20,4,14,20,0,4,4,15,23,23,7,0,23,2,16,4,10,6,9
Jammu & Kashmir,Urban,UPS (VI-VIII),Department of Education,Boys,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
Jammu & Kashmir,Urban,UPS (VI-VIII),Department of Education,Girls,7,7,3,6,3,6,5,0,2,2,3,7,7,2,0,6,0,2,1,2,2,5
Jammu & Kashmir,Urban,UPS (VI-VIII),Department of Education,Co-Ed,6,3,1,4,0,5,6,0,4,2,4,6,6,4,0,6,1,3,1,3,1,2
Jammu & Kashmir,Rural,SS (I-X),Government Aided,Co-Ed,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
Jammu & Kashmir,Rural,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,13,13,13,13,5,13,13,11,13,6,13,13,13,12,2,13,8,7,7,10,13,13
Jammu & Kashmir,Urban,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,5,5,5,5,1,5,5,4,5,3,4,5,5,3,0,5,3,2,2,4,5,5
Jammu & Kashmir,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,Co-Ed,2,2,1,2,1,2,2,2,2,2,2,2,2,1,0,2,2,0,0,1,2,2
Jammu & Kashmir,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,14,14,8,14,0,14,14,10,14,5,13,14,14,13,0,14,6,11,5,2,14,14
Jammu & Kashmir,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,13,13,9,13,0,13,13,13,13,1,13,13,13,12,2,13,4,13,5,2,13,13
Jammu & Kashmir,Rural,PS (I-V),Kendriya Vidyalaya / Central School,Co-Ed,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
Jammu & Kashmir,Rural,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,4,4,4,4,0,4,4,4,4,2,4,4,4,3,0,4,0,2,0,1,4,4
Jammu & Kashmir,Urban,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,3,2,1,3,0,2,3,3,3,0,3,3,3,3,0,3,0,2,1,0,3,3
Jammu & Kashmir,Rural,SS (VI-X),Kendriya Vidyalaya / Central School,Co-Ed,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1
Jammu & Kashmir,Rural,HSS (I-XII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1
Jammu & Kashmir,Rural,HSS (IX-XII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
Jammu & Kashmir,Rural,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Boys,7,5,6,6,2,3,3,1,1,3,3,7,7,1,0,7,0,1,1,3,0,4
Jammu & Kashmir,Rural,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Girls,2,2,2,2,1,0,2,0,0,0,2,2,2,0,0,2,0,0,0,2,0,1
Jammu & Kashmir,Rural,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,19,13,10,16,6,12,10,3,4,7,9,19,19,3,1,19,0,1,0,2,13,10
Jammu & Kashmir,Urban,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Boys,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
Jammu & Kashmir,Urban,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1
Jammu & Kashmir,Rural,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,8,7,8,8,1,8,8,2,6,1,8,8,8,7,0,8,3,1,0,2,3,8
Jammu & Kashmir,Urban,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1
Jammu & Kashmir,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,2,2,2,2,2,2,2,1,2,1,1,2,1,0,1,2,0,0,0,2,2,2
Jammu & Kashmir,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Girls,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,0,0,2,2,2
Jammu & Kashmir,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,20,19,18,16,1,20,17,2,12,3,12,20,20,10,0,20,6,5,2,13,12,17
Jammu & Kashmir,Urban,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,5,5,3,5,2,5,5,1,2,2,2,5,5,3,1,5,2,0,0,1,1,4
Jammu & Kashmir,Rural,PS (I-V),Madarsa unrecognized,Co-Ed,4,3,4,4,0,4,3,0,4,0,1,4,4,1,0,4,0,3,2,0,0,1
Jammu & Kashmir,Urban,PS (I-V),Madarsa unrecognized,Co-Ed,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0
Jammu & Kashmir,Rural,HSS (I-XII),Private Unaided (Recognized),Boys,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,0,0,0,2,2,2
Jammu & Kashmir,Rural,HSS (I-XII),Private Unaided (Recognized),Girls,3,3,3,3,1,3,3,2,3,0,3,3,3,2,0,3,1,0,0,1,2,3
Jammu & Kashmir,Rural,HSS (I-XII),Private Unaided (Recognized),Co-Ed,178,176,171,177,26,178,175,116,167,44,170,178,178,123,26,176,59,53,30,44,154,175
Jammu & Kashmir,Urban,HSS (I-XII),Private Unaided (Recognized),Boys,4,4,4,4,2,4,4,4,3,1,4,4,4,4,1,4,1,1,0,1,4,4
Jammu & Kashmir,Urban,HSS (I-XII),Private Unaided (Recognized),Girls,5,5,5,5,1,5,5,5,5,2,5,5,5,5,2,5,3,1,1,1,5,5
Jammu & Kashmir,Urban,HSS (I-XII),Private Unaided (Recognized),Co-Ed,218,217,179,217,32,215,215,156,189,76,207,218,218,192,28,218,78,55,37,43,202,218
Jammu & Kashmir,Rural,HSS (IX-XII),Private Unaided (Recognized),Girls,2,2,2,2,1,2,2,0,2,1,1,2,2,2,0,2,0,0,0,2,1,2
Jammu & Kashmir,Rural,HSS (IX-XII),Private Unaided (Recognized),Co-Ed,7,7,7,7,4,6,6,6,5,2,6,7,7,7,1,7,2,2,2,3,6,7
Jammu & Kashmir,Urban,HSS (IX-XII),Private Unaided (Recognized),Girls,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1
Jammu & Kashmir,Urban,HSS (IX-XII),Private Unaided (Recognized),Co-Ed,3,3,2,3,0,3,3,3,2,1,3,3,3,3,0,3,1,1,1,0,2,3
Jammu & Kashmir,Rural,HSS (VI-XII),Private Unaided (Recognized),Boys,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,0,0,2,3,2
Jammu & Kashmir,Rural,HSS (VI-XII),Private Unaided (Recognized),Co-Ed,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1
Jammu & Kashmir,Urban,HSS (XI-XII),Private Unaided (Recognized),Girls,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
Jammu & Kashmir,Urban,HSS (XI-XII),Private Unaided (Recognized),Co-Ed,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1
Jammu & Kashmir,Rural,PS (I-V),Private Unaided (Recognized),Boys,2,1,1,2,0,1,2,0,1,0,2,2,2,1,0,2,0,0,0,1,0,1
Jammu & Kashmir,Rural,PS (I-V),Private Unaided (Recognized),Girls,2,2,1,2,0,2,0,0,1,1,2,2,2,1,0,2,0,0,0,0,2,2
Jammu & Kashmir,Rural,PS (I-V),Private Unaided (Recognized),Co-Ed,1540,1222,1181,1166,170,1321,873,95,520,180,1019,1520,1478,477,54,1495,0,259,120,308,731,865
Jammu & Kashmir,Urban,PS (I-V),Private Unaided (Recognized),Boys,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
Jammu & Kashmir,Urban,PS (I-V),Private Unaided (Recognized),Co-Ed,253,241,175,242,24,229,169,30,140,60,227,252,248,166,11,249,0,50,25,36,169,209
Jammu & Kashmir,Rural,SS (I-X),Private Unaided (Recognized),Girls,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
Jammu & Kashmir,Rural,SS (I-X),Private Unaided (Recognized),Co-Ed,818,789,732,793,119,807,787,366,660,162,676,817,809,509,61,810,213,173,69,284,534,770
Jammu & Kashmir,Urban,SS (I-X),Private Unaided (Recognized),Boys,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,0,1,1,0,2,2
Jammu & Kashmir,Urban,SS (I-X),Private Unaided (Recognized),Girls,5,5,2,5,0,5,4,3,5,3,5,5,5,5,0,5,1,2,1,1,5,5
Jammu & Kashmir,Urban,SS (I-X),Private Unaided (Recognized),Co-Ed,559,551,408,551,69,547,545,314,469,123,536,559,555,436,44,558,184,115,57,118,449,549
Jammu & Kashmir,Rural,SS (IX-X),Private Unaided (Recognized),Co-Ed,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
Jammu & Kashmir,Urban,SS (IX-X),Private Unaided (Recognized),Co-Ed,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
Jammu & Kashmir,Rural,UPS (I-VIII),Private Unaided (Recognized),Boys,2,1,2,2,1,2,2,1,0,1,1,2,2,2,0,2,0,0,0,1,1,2
Jammu & Kashmir,Rural,UPS (I-VIII),Private Unaided (Recognized),Co-Ed,1489,1375,1231,1192,171,1424,1213,167,790,192,1046,1486,1470,626,59,1466,283,298,125,439,790,1097
Jammu & Kashmir,Urban,UPS (I-VIII),Private Unaided (Recognized),Boys,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1
Jammu & Kashmir,Urban,UPS (I-VIII),Private Unaided (Recognized),Girls,2,2,2,1,0,2,0,0,1,1,1,2,2,2,0,2,1,0,0,0,2,2
Jammu & Kashmir,Urban,UPS (I-VIII),Private Unaided (Recognized),Co-Ed,418,407,275,384,45,409,358,76,282,67,377,418,415,262,18,412,112,69,24,90,273,380
Jammu & Kashmir,Rural,HSS (I-XII),Unrecognized,Co-Ed,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
Jammu & Kashmir,Rural,PS (I-V),Unrecognized,Co-Ed,11,6,6,6,1,7,4,0,3,1,9,10,11,1,1,9,0,1,0,4,5,3
Jammu & Kashmir,Urban,PS (I-V),Unrecognized,Co-Ed,6,6,4,5,2,5,2,0,5,0,4,6,6,2,0,6,0,0,0,0,3,6
Jammu & Kashmir,Rural,UPS (I-VIII),Unrecognized,Co-Ed,10,8,8,5,0,8,6,0,3,2,6,9,10,1,1,9,1,2,1,5,6,4
Jammu & Kashmir,Urban,UPS (I-VIII),Unrecognized,Co-Ed,2,2,0,2,0,2,2,0,2,1,2,2,2,1,0,2,0,0,0,0,1,2
Jharkhand,Rural,HSS (I-XII),Department of Education,Co-Ed,222,153,179,218,41,185,221,9,175,73,212,220,221,36,82,209,83,193,137,106,127,218
Jharkhand,Urban,HSS (I-XII),Department of Education,Girls,2,2,2,2,1,2,2,0,2,0,2,2,2,1,1,2,0,1,1,1,2,2
Jharkhand,Urban,HSS (I-XII),Department of Education,Co-Ed,9,7,7,9,1,9,9,1,9,3,9,9,8,1,4,9,1,7,5,6,6,9
Jharkhand,Rural,HSS (IX-XII),Department of Education,Boys,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1
Jharkhand,Rural,HSS (IX-XII),Department of Education,Girls,5,4,3,5,0,5,5,0,4,2,5,5,5,0,1,5,2,4,4,3,4,5
Jharkhand,Rural,HSS (IX-XII),Department of Education,Co-Ed,277,223,265,276,68,268,275,17,247,42,261,276,273,83,97,263,117,195,118,120,141,274
Jharkhand,Urban,HSS (IX-XII),Department of Education,Boys,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
Jharkhand,Urban,HSS (IX-XII),Department of Education,Girls,10,9,9,10,2,9,10,0,10,3,9,10,10,3,3,10,4,8,4,4,7,10
Jharkhand,Urban,HSS (IX-XII),Department of Education,Co-Ed,38,34,31,38,3,34,38,2,34,6,36,38,38,16,13,37,13,25,9,12,32,38
Jharkhand,Rural,HSS (VI-XII),Department of Education,Boys,3,3,2,3,0,3,3,0,2,0,3,3,3,2,1,2,0,2,2,1,0,3
Jharkhand,Rural,HSS (VI-XII),Department of Education,Girls,241,203,185,232,178,211,230,27,216,173,220,239,239,173,117,237,194,136,98,168,178,236
Jharkhand,Rural,HSS (VI-XII),Department of Education,Co-Ed,119,68,72,106,16,94,92,5,52,19,100,118,116,10,21,109,24,58,39,47,46,87
Jharkhand,Urban,HSS (VI-XII),Department of Education,Boys,2,2,2,2,0,2,2,0,1,1,2,2,2,1,1,2,0,2,1,0,1,2
Jharkhand,Urban,HSS (VI-XII),Department of Education,Girls,32,29,24,32,17,28,30,2,31,14,30,32,32,19,14,32,24,20,12,16,25,31
Jharkhand,Urban,HSS (VI-XII),Department of Education,Co-Ed,23,17,18,22,6,20,19,2,17,6,22,23,23,10,9,21,9,14,6,10,18,22
Jharkhand,Rural,PS (I-V),Department of Education,Boys,2,2,0,2,0,1,1,0,1,0,2,2,2,0,0,2,0,2,0,1,1,2
Jharkhand,Rural,PS (I-V),Department of Education,Girls,5,3,3,4,0,3,5,0,3,1,5,5,5,0,0,5,0,4,1,0,3,4
Jharkhand,Rural,PS (I-V),Department of Education,Co-Ed,20402,10653,13886,18530,1971,13609,19917,625,11379,3000,19260,19764,19229,848,2694,18267,6,13826,7928,3383,6545,17380
Jharkhand,Urban,PS (I-V),Department of Education,Boys,2,2,0,2,0,2,2,0,0,0,2,2,2,1,0,2,0,0,0,1,0,2
Jharkhand,Urban,PS (I-V),Department of Education,Girls,3,3,2,2,0,1,2,0,2,0,2,3,2,0,1,3,0,3,2,1,1,2
Jharkhand,Urban,PS (I-V),Department of Education,Co-Ed,769,451,306,709,54,488,751,34,415,97,739,760,728,36,144,717,0,542,281,103,240,688
Jharkhand,Rural,SS (I-X),Department of Education,Girls,3,3,1,3,1,2,3,0,2,0,3,3,3,2,0,3,1,2,2,1,1,3
Jharkhand,Rural,SS (I-X),Department of Education,Co-Ed,1337,873,980,1310,231,1045,1325,40,977,391,1280,1330,1322,201,415,1282,425,1191,759,585,495,1291
Jharkhand,Urban,SS (I-X),Department of Education,Girls,2,2,1,2,0,1,2,0,2,0,2,2,2,1,2,2,1,2,2,1,1,2
Jharkhand,Urban,SS (I-X),Department of Education,Co-Ed,44,34,22,44,4,32,44,1,34,12,42,44,43,9,16,43,16,40,28,19,24,44
Jharkhand,Rural,SS (IX-X),Department of Education,Boys,2,2,2,2,0,2,2,0,2,0,2,2,2,0,1,2,0,2,1,0,2,2
Jharkhand,Rural,SS (IX-X),Department of Education,Girls,55,37,47,55,10,43,53,4,35,10,54,55,55,7,16,51,16,35,21,27,27,52
Jharkhand,Rural,SS (IX-X),Department of Education,Co-Ed,146,105,135,140,15,133,144,6,112,14,138,143,144,17,49,133,40,92,52,50,83,139
Jharkhand,Urban,SS (IX-X),Department of Education,Boys,5,5,4,5,0,3,5,0,5,0,5,5,5,0,1,5,2,4,2,1,4,5
Jharkhand,Urban,SS (IX-X),Department of Education,Girls,14,10,8,14,0,9,14,0,12,3,14,14,14,6,3,14,7,10,7,5,10,14
Jharkhand,Urban,SS (IX-X),Department of Education,Co-Ed,37,26,21,37,2,31,35,0,31,2,35,36,36,11,12,33,10,24,7,6,23,35
Jharkhand,Rural,SS (VI-X),Department of Education,Girls,20,10,19,20,2,19,19,0,13,5,18,19,19,4,3,16,6,11,6,6,9,16
Jharkhand,Rural,SS (VI-X),Department of Education,Co-Ed,18,11,16,16,6,18,17,1,8,3,17,16,18,3,4,15,4,14,8,9,9,14
Jharkhand,Urban,SS (VI-X),Department of Education,Boys,6,5,4,6,0,3,6,0,5,0,6,6,6,1,0,6,0,5,2,1,4,5
Jharkhand,Urban,SS (VI-X),Department of Education,Girls,6,6,4,6,0,4,5,0,5,3,6,6,6,0,4,6,2,5,2,1,4,6
Jharkhand,Urban,SS (VI-X),Department of Education,Co-Ed,10,8,6,10,0,8,10,0,6,3,10,10,10,3,4,10,2,6,4,2,9,9
Jharkhand,Rural,UPS (I-VIII),Department of Education,Boys,19,16,11,18,6,16,15,0,12,8,17,19,18,7,5,18,0,11,9,8,6,16
Jharkhand,Rural,UPS (I-VIII),Department of Education,Girls,24,15,10,23,7,14,23,0,19,4,24,24,23,2,4,24,8,22,15,8,5,20
Jharkhand,Rural,UPS (I-VIII),Department of Education,Co-Ed,10892,6129,6693,10455,1360,7241,10787,327,7544,2472,10393,10743,10568,731,2573,10159,2556,9271,5581,3292,3558,10367
Jharkhand,Urban,UPS (I-VIII),Department of Education,Boys,6,5,4,6,0,3,6,0,5,0,5,6,6,0,2,6,1,4,3,3,4,6
Jharkhand,Urban,UPS (I-VIII),Department of Education,Girls,23,11,9,23,4,16,23,3,18,5,22,23,23,3,5,22,5,15,8,6,7,22
Jharkhand,Urban,UPS (I-VIII),Department of Education,Co-Ed,589,427,247,578,41,394,584,17,411,132,567,584,572,63,188,560,163,511,287,155,188,554
Jharkhand,Rural,UPS (VI-VIII),Department of Education,Co-Ed,10,8,9,10,0,6,10,1,6,2,9,10,10,0,1,9,2,8,4,7,2,8
Jharkhand,Urban,UPS (VI-VIII),Department of Education,Boys,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1
Jharkhand,Urban,UPS (VI-VIII),Department of Education,Co-Ed,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
Jharkhand,Rural,HSS (I-XII),Government Aided,Co-Ed,12,9,12,9,1,9,11,0,8,2,8,11,10,0,1,11,5,5,3,4,7,9
Jharkhand,Urban,HSS (I-XII),Government Aided,Boys,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1
Jharkhand,Urban,HSS (I-XII),Government Aided,Co-Ed,3,3,1,3,0,1,3,0,3,1,3,3,3,1,1,3,1,0,0,1,2,3
Jharkhand,Urban,HSS (IX-XII),Government Aided,Co-Ed,3,3,2,3,1,3,3,2,3,1,3,3,3,2,2,3,0,2,1,0,2,3
Jharkhand,Rural,HSS (VI-XII),Government Aided,Girls,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
Jharkhand,Rural,HSS (VI-XII),Government Aided,Co-Ed,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,0,2,2
Jharkhand,Urban,HSS (VI-XII),Government Aided,Boys,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1
Jharkhand,Urban,HSS (VI-XII),Government Aided,Girls,2,2,2,2,1,1,2,1,2,0,2,2,2,1,1,2,0,0,0,0,2,2
Jharkhand,Urban,HSS (VI-XII),Government Aided,Co-Ed,3,3,1,3,1,3,3,2,2,2,3,3,3,2,3,3,1,1,0,0,3,3
Jharkhand,Rural,HSS (XI-XII),Government Aided,Co-Ed,7,6,6,6,1,6,6,5,5,1,7,7,7,0,5,7,2,1,1,3,2,6
Jharkhand,Urban,HSS (XI-XII),Government Aided,Girls,2,2,2,2,0,2,2,2,2,0,2,2,2,1,2,2,1,0,0,0,2,2
Jharkhand,Urban,HSS (XI-XII),Government Aided,Co-Ed,2,2,2,2,1,2,2,1,2,0,2,2,2,2,1,2,1,2,1,1,1,2
Jharkhand,Rural,PS (I-V),Government Aided,Boys,3,3,3,3,0,3,3,0,3,2,3,3,3,0,1,3,0,1,1,0,1,1
Jharkhand,Rural,PS (I-V),Government Aided,Girls,2,1,2,1,0,2,2,0,1,1,1,2,2,0,1,2,0,0,0,0,0,0
Jharkhand,Rural,PS (I-V),Government Aided,Co-Ed,461,162,368,190,35,349,409,7,192,104,166,351,428,10,37,348,0,93,26,92,93,55
Jharkhand,Urban,PS (I-V),Government Aided,Boys,5,4,2,5,0,5,5,1,5,1,4,5,5,2,2,5,0,0,0,0,3,3
Jharkhand,Urban,PS (I-V),Government Aided,Girls,5,4,2,5,1,4,5,0,4,2,5,5,5,1,2,5,0,0,0,0,3,3
Jharkhand,Urban,PS (I-V),Government Aided,Co-Ed,20,13,11,18,4,19,18,0,11,2,14,20,19,1,3,19,0,3,0,1,7,7
Jharkhand,Rural,SS (I-X),Government Aided,Girls,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1
Jharkhand,Rural,SS (I-X),Government Aided,Co-Ed,11,9,8,10,1,9,11,2,8,3,8,11,10,0,1,9,8,5,1,3,3,7
Jharkhand,Urban,SS (I-X),Government Aided,Girls,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1
Jharkhand,Urban,SS (I-X),Government Aided,Co-Ed,2,2,1,2,0,1,2,0,2,1,2,2,2,2,2,2,1,0,0,0,0,1
Jharkhand,Rural,SS (IX-X),Government Aided,Co-Ed,4,3,4,2,0,4,4,1,3,1,4,4,4,0,2,3,1,1,0,0,2,3
Jharkhand,Urban,SS (IX-X),Government Aided,Girls,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1
Jharkhand,Urban,SS (IX-X),Government Aided,Co-Ed,2,2,1,2,0,2,2,0,2,0,2,2,2,2,1,2,1,1,1,0,1,2
Jharkhand,Rural,SS (VI-X),Government Aided,Boys,8,8,8,8,1,8,8,1,8,3,8,8,8,3,2,8,1,2,0,1,4,8
Jharkhand,Rural,SS (VI-X),Government Aided,Girls,21,19,17,21,2,20,21,0,21,17,21,21,21,7,13,21,16,7,4,9,16,19
Jharkhand,Rural,SS (VI-X),Government Aided,Co-Ed,40,36,38,36,9,39,40,3,38,23,39,40,40,8,13,38,18,8,3,21,27,35
Jharkhand,Urban,SS (VI-X),Government Aided,Boys,9,9,7,9,0,9,9,2,9,2,9,9,9,5,6,9,2,0,0,1,6,9
Jharkhand,Urban,SS (VI-X),Government Aided,Girls,19,18,10,19,2,19,17,4,18,11,18,19,19,7,10,18,8,7,2,7,15,19
Jharkhand,Urban,SS (VI-X),Government Aided,Co-Ed,24,24,16,24,1,22,23,0,24,13,23,24,24,11,17,24,14,13,6,5,19,21
Jharkhand,Rural,UPS (I-VIII),Government Aided,Boys,34,30,32,27,5,33,32,2,29,19,32,34,33,3,6,33,2,14,5,8,12,15
Jharkhand,Rural,UPS (I-VIII),Government Aided,Girls,37,36,27,29,8,37,37,1,33,24,36,37,37,5,9,35,19,10,5,14,12,20
Jharkhand,Rural,UPS (I-VIII),Government Aided,Co-Ed,281,155,251,176,21,201,259,6,163,67,173,263,264,10,45,233,55,85,26,84,93,97
Jharkhand,Urban,UPS (I-VIII),Government Aided,Boys,14,14,9,14,1,14,14,3,12,5,13,14,14,4,8,14,1,3,2,1,6,10
Jharkhand,Urban,UPS (I-VIII),Government Aided,Girls,24,22,12,23,1,23,23,0,18,7,23,24,24,8,11,24,12,9,4,5,7,13
Jharkhand,Urban,UPS (I-VIII),Government Aided,Co-Ed,92,83,41,88,6,78,90,1,72,22,84,90,92,25,30,92,24,49,21,11,28,51
Jharkhand,Rural,UPS (VI-VIII),Government Aided,Co-Ed,13,4,11,10,1,12,12,0,6,6,12,12,11,1,2,11,4,4,1,4,3,3
Jharkhand,Urban,UPS (VI-VIII),Government Aided,Co-Ed,2,2,1,2,0,2,1,0,2,0,1,2,2,0,1,2,0,0,0,0,1,1
Jharkhand,Rural,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,22,21,21,22,7,21,22,20,22,17,20,22,22,19,7,22,17,19,17,18,22,22
Jharkhand,Urban,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
Jharkhand,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,Co-Ed,2,2,0,2,0,1,2,1,2,1,2,2,2,2,0,2,1,1,1,1,2,2
Jharkhand,Urban,SS (VI-X),Jawahar Navodaya Vidyalaya,Co-Ed,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Jharkhand,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,16,16,13,16,2,16,16,14,14,7,16,16,16,14,8,16,5,15,12,4,16,16
